1758,1758
1757,1757
1756,1756
1755,1755
1754,1754
1753,1753
1752,1752
1751,1751
1750,1750
1749,1749
1748,1748
1747,1747
1746,1746
1745,1745
1744,1744
1743,1743
1742,1742
1741,1741
1740,1740
1739,1739
1738,1738
1737,1737
1736,1736
1735,1735
1734,1734
1733,1733
1732,1732
1731,1731
1730,1730
1729,1729
1728,1728
1856,1856
1857,1857
1858,1858
1859,1859
1860,1860
1861,1861
1862,1862
1863,1863
1864,1864
1865,1865
1866,1866
1867,1867
1868,1868
1869,1869
1870,1870
1871,1871
1872,1872
1873,1873
1874,1874
1875,1875
1876,1876
1877,1877
1878,1878
1879,1879
1880,1880
1881,1881
1882,1882
1883,1883
1884,1884
1885,1885
1886,1886
1887,1887
2015,2015
2014,2014
2013,2013
2012,2012
2011,2011
2010,2010
2009,2009
2008,2008
2007,2007
2006,2006
2005,2005
2004,2004
2003,2003
2002,2002
2001,2001
2000,2000
1999,1999
1998,1998
1997,1997
1996,1996
1995,1995
1994,1994
1993,1993
1992,1992
1991,1991
1990,1990
1989,1989
1988,1988
1987,1987
1986,1986
1985,1985
1984,1984
2112,2112
2113,2113
2114,2114
2115,2115
2116,2116
2117,2117
2118,2118
2119,2119
2120,2120
2121,2121
2122,2122
2123,2123
2124,2124
2125,2125
2126,2126
2127,2127
2128,2128
2129,2129
2130,2130
2131,2131
2132,2132
2133,2133
2134,2134
2135,2135
2136,2136
2137,2137
2138,2138
2139,2139
2140,2140
2141,2141
2142,2142
2143,2143
2271,2271
2270,2270
2269,2269
2268,2268
2267,2267
2266,2266
2265,2265
2264,2264
2263,2263
2262,2262
2261,2261
2260,2260
2259,2259
2258,2258
2257,2257
2256,2256
2255,2255
2254,2254
2253,2253
2252,2252
2251,2251
2250,2250
2249,2249
2248,2248
2247,2247
2246,2246
2245,2245
2244,2244
2243,2243
2242,2242
2241,2241
2240,2240
2368,2368
2369,2369
2370,2370
2371,2371
2372,2372
2373,2373
2374,2374
2375,2375
2376,2376
2377,2377
2378,2378
2379,2379
2380,2380
2381,2381
2382,2382
2383,2383
2384,2384
2385,2385
2386,2386
2387,2387
2388,2388
2389,2389
2390,2390
2391,2391
2392,2392
2393,2393
2394,2394
2395,2395
2396,2396
2397,2397
2398,2398
2399,2399
2527,2527
2526,2526
2525,2525
2524,2524
2523,2523
2522,2522
2521,2521
2520,2520
2519,2519
2518,2518
2517,2517
2516,2516
2515,2515
2514,2514
2513,2513
2512,2512
2511,2511
2510,2510
2509,2509
2508,2508
2507,2507
2506,2506
2505,2505
2504,2504
2503,2503
2502,2502
2501,2501
2500,2500
2499,2499
2498,2498
2497,2497
2496,2496
2624,2624
2625,2625
2626,2626
2627,2627
2628,2628
2629,2629
2630,2630
2631,2631
2632,2632
2633,2633
2634,2634
2635,2635
2636,2636
2637,2637
2638,2638
2639,2639
2640,2640
2641,2641
2642,2642
2643,2643
2644,2644
2645,2645
2646,2646
2647,2647
2648,2648
2649,2649
2650,2650
2651,2651
2652,2652
2653,2653
2654,2654
2655,2655
2783,2783
2782,2782
2781,2781
2780,2780
2779,2779
2778,2778
2777,2777
2776,2776
2775,2775
2774,2774
2773,2773
2772,2772
2771,2771
2770,2770
2769,2769
2768,2768
2767,2767
2766,2766
2765,2765
2764,2764
2763,2763
2762,2762
2761,2761
2760,2760
2759,2759
2758,2758
2757,2757
2756,2756
2755,2755
2754,2754
2753,2753
2752,2752
2880,2880
2881,2881
2882,2882
2883,2883
2884,2884
2885,2885
2886,2886
2887,2887
2888,2888
2889,2889
2890,2890
2891,2891
2892,2892
2893,2893
2894,2894
2895,2895
2896,2896
2897,2897
2898,2898
2899,2899
2900,2900
2901,2901
2902,2902
2903,2903
2904,2904
2905,2905
2906,2906
2907,2907
2908,2908
2909,2909
2910,2910
2911,2911
3039,3039
3038,3038
3037,3037
3036,3036
3035,3035
3034,3034
3033,3033
3032,3032
3031,3031
3030,3030
3029,3029
3028,3028
3027,3027
3026,3026
3025,3025
3024,3024
3023,3023
3022,3022
3021,3021
3020,3020
3019,3019
3018,3018
3017,3017
3016,3016
3015,3015
3014,3014
3013,3013
3012,3012
3011,3011
3010,3010
3009,3009
3008,3008
3136,3136
3137,3137
3138,3138
3139,3139
3140,3140
3141,3141
3142,3142
3143,3143
3144,3144
3145,3145
3146,3146
3147,3147
3148,3148
3149,3149
3150,3150
3151,3151
3152,3152
3153,3153
3154,3154
3155,3155
3156,3156
3157,3157
3158,3158
3159,3159
3160,3160
3161,3161
3162,3162
3163,3163
3164,3164
3165,3165
3166,3166
3167,3167
3295,3295
3294,3294
3293,3293
3292,3292
3291,3291
3290,3290
3289,3289
3288,3288
3287,3287
3286,3286
3285,3285
3284,3284
3283,3283
3282,3282
3281,3281
3280,3280
3279,3279
3278,3278
3277,3277
3276,3276
3275,3275
3274,3274
3273,3273
3272,3272
3271,3271
3270,3270
3269,3269
3268,3268
3267,3267
3266,3266
3265,3265
3264,3264
3392,3392
3393,3393
3394,3394
3395,3395
3396,3396
3397,3397
3398,3398
3399,3399
3400,3400
3401,3401
3402,3402
3403,3403
3404,3404
3405,3405
3406,3406
3407,3407
3408,3408
3409,3409
3410,3410
3411,3411
3412,3412
3413,3413
3414,3414
3415,3415
3416,3416
3417,3417
3418,3418
3419,3419
3420,3420
3421,3421
3422,3422
3423,3423
3551,3551
3550,3550
3549,3549
3548,3548
3547,3547
3546,3546
3545,3545
3544,3544
3543,3543
3542,3542
3541,3541
3540,3540
3539,3539
3538,3538
3537,3537
3536,3536
3535,3535
3534,3534
3533,3533
3532,3532
3531,3531
3530,3530
3529,3529
3528,3528
3527,3527
3526,3526
3525,3525
3524,3524
3523,3523
3522,3522
3521,3521
3520,3520
3648,3648
3649,3649
3650,3650
3651,3651
3652,3652
3653,3653
3654,3654
3655,3655
3656,3656
3657,3657
3658,3658
3659,3659
3660,3660
3661,3661
3662,3662
3663,3663
3664,3664
3665,3665
3666,3666
3667,3667
3668,3668
3669,3669
3670,3670
3671,3671
3672,3672
3673,3673
3674,3674
3675,3675
3676,3676
3677,3677
3678,3678
3679,3679
3807,3807
3806,3806
3805,3805
3804,3804
3803,3803
3802,3802
3801,3801
3800,3800
3799,3799
3798,3798
3797,3797
3796,3796
3795,3795
3794,3794
3793,3793
3792,3792
3791,3791
3790,3790
3789,3789
3788,3788
3787,3787
3786,3786
3785,3785
3784,3784
3783,3783
3782,3782
3781,3781
3780,3780
3779,3779
3778,3778
3777,3777
3776,3776
3904,3904
3905,3905
3906,3906
3907,3907
3908,3908
3909,3909
3910,3910
3911,3911
3912,3912
3913,3913
3914,3914
3915,3915
3916,3916
3917,3917
3918,3918
3919,3919
3920,3920
3921,3921
3922,3922
3923,3923
3924,3924
3925,3925
3926,3926
3927,3927
3928,3928
3929,3929
3930,3930
3931,3931
3932,3932
3933,3933
3934,3934
3935,3935
4063,4063
4062,4062
4061,4061
4060,4060
4059,4059
4058,4058
4057,4057
4056,4056
4055,4055
4054,4054
4053,4053
4052,4052
4051,4051
4050,4050
4049,4049
4048,4048
4047,4047
4046,4046
4045,4045
4044,4044
4043,4043
4042,4042
4041,4041
4040,4040
4039,4039
4038,4038
4037,4037
4036,4036
4035,4035
4034,4034
4033,4033
4032,4032
